lr,lora_r,lora_alpha,weight_decay,max_steps,eval_every,sft_preset,sft_val_ratio,lora_type,best_eval_perplexity,best_eval_loss,best_iteration,last_eval_perplexity,last_eval_loss,last_iteration,post_peak_last_over_best,post_peak_tail_mean_over_best,metrics_dir,status
3e-07,32,16.0,0.0,1200,100,alpaca_train_1k,0.2,default,17.319794,2.85185,1200,17.319794,2.85185,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r32_a16_st1200_wd_0p0000e00,ok
3e-07,32,16.0,0.01,1200,100,alpaca_train_1k,0.2,default,17.319794,2.85185,1200,17.319794,2.85185,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r32_a16_st1200_wd_1p0000e-02,ok
3e-07,64,16.0,0.0,1200,100,alpaca_train_1k,0.2,default,17.320129,2.851869,1200,17.320129,2.851869,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r64_a16_st1200_wd_0p0000e00,ok
3e-07,64,16.0,0.01,1200,100,alpaca_train_1k,0.2,default,17.320144,2.85187,1200,17.320144,2.85187,1200,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r64_a16_st1200_wd_1p0000e-02,ok
0.003,32,32.0,0.01,500,100,alpaca_train_1k,0.2,default,17.495162,2.861924,100,12782.340395,9.45582,500,730.6214366577457,618.0102128948562,deepseek_bbh_autogrid/results/lr_3p0000e-03_r32_a32_st500_wd_1p0000e-02,ok
3e-07,32,32.0,0.0,500,100,alpaca_train_1k,0.2,default,17.524962,2.863626,500,17.524962,2.863626,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r32_a32_st500_wd_0p0000e00,ok
3e-07,32,32.0,0.01,500,100,alpaca_train_1k,0.2,default,17.524962,2.863626,500,17.524962,2.863626,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r32_a32_st500_wd_1p0000e-02,ok
3e-07,64,32.0,0.0,500,100,alpaca_train_1k,0.2,default,17.525012,2.863629,500,17.525012,2.863629,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r64_a32_st500_wd_0p0000e00,ok
3e-07,64,32.0,0.01,500,100,alpaca_train_1k,0.2,default,17.525012,2.863629,500,17.525012,2.863629,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r64_a32_st500_wd_1p0000e-02,ok
3e-07,16,32.0,0.0,500,100,alpaca_train_1k,0.2,default,17.525116,2.863635,500,17.525116,2.863635,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r16_a32_st500_wd_0p0000e00,ok
3e-07,16,32.0,0.01,500,100,alpaca_train_1k,0.2,default,17.525116,2.863635,500,17.525116,2.863635,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r16_a32_st500_wd_1p0000e-02,ok
3e-07,16,16.0,0.0,500,100,alpaca_train_1k,0.2,default,17.794579,2.878894,500,17.794579,2.878894,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r16_a16_st500_wd_0p0000e00,ok
3e-07,16,16.0,0.01,500,100,alpaca_train_1k,0.2,default,17.794579,2.878894,500,17.794579,2.878894,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r16_a16_st500_wd_1p0000e-02,ok
3e-07,32,16.0,0.0,500,100,alpaca_train_1k,0.2,default,17.798344,2.879105,500,17.798344,2.879105,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r32_a16_st500_wd_0p0000e00,ok
3e-07,32,16.0,0.01,500,100,alpaca_train_1k,0.2,default,17.798344,2.879105,500,17.798344,2.879105,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r32_a16_st500_wd_1p0000e-02,ok
3e-07,64,16.0,0.0,500,100,alpaca_train_1k,0.2,default,17.798396,2.879108,500,17.798396,2.879108,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r64_a16_st500_wd_0p0000e00,ok
3e-07,64,16.0,0.01,500,100,alpaca_train_1k,0.2,default,17.798396,2.879108,500,17.798396,2.879108,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-07_r64_a16_st500_wd_1p0000e-02,ok
0.003,64,16.0,0.01,500,100,alpaca_train_1k,0.2,default,41.908205,3.735482,100,2770.463439,7.92677,500,66.10790032643965,51.553050834556146,deepseek_bbh_autogrid/results/lr_3p0000e-03_r64_a16_st500_wd_1p0000e-02,ok
0.003,32,16.0,0.0,500,100,alpaca_train_1k,0.2,default,287.519943,5.661292,100,4210.905217,8.345433,500,14.64561092028319,21.210644561271355,deepseek_bbh_autogrid/results/lr_3p0000e-03_r32_a16_st500_wd_0p0000e00,ok
0.003,16,64.0,0.01,500,100,alpaca_train_1k,0.2,default,476.562293,6.166598,500,476.562293,6.166598,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-03_r16_a64_st500_wd_1p0000e-02,ok
0.003,64,64.0,0.01,500,100,alpaca_train_1k,0.2,default,525.373316,6.264109,100,22713.268664,10.030705,500,43.23262710967224,49.65226867127374,deepseek_bbh_autogrid/results/lr_3p0000e-03_r64_a64_st500_wd_1p0000e-02,ok
0.003,32,32.0,0.0,500,100,alpaca_train_1k,0.2,default,676.680847,6.5172,500,676.680847,6.5172,500,1.0,1.0,deepseek_bbh_autogrid/results/lr_3p0000e-03_r32_a32_st500_wd_0p0000e00,ok
0.003,16,32.0,0.01,500,100,alpaca_train_1k,0.2,default,3297.285727,8.100855,100,406167.107976,12.91452,500,123.18226007836657,93.47604757767782,deepseek_bbh_autogrid/results/lr_3p0000e-03_r16_a32_st500_wd_1p0000e-02,ok
0.003,32,32.0,0.0,1200,100,alpaca_train_1k,0.2,default,5709.09208,8.649815,100,59360.070981,10.991377,1200,10.397462529803862,9.515946805232566,deepseek_bbh_autogrid/results/lr_3p0000e-03_r32_a32_st1200_wd_0p0000e00,ok
0.003,64,32.0,0.01,500,100,alpaca_train_1k,0.2,default,9642.071758,9.173891,300,19541.347108,9.880288,500,2.0266751377147343,1.660074488786023,deepseek_bbh_autogrid/results/lr_3p0000e-03_r64_a32_st500_wd_1p0000e-02,ok
0.003,16,16.0,0.0,500,100,alpaca_train_1k,0.2,default,12335.943494,9.420273,200,20776.967304,9.9416,500,1.6842625222874585,1.3315212114897519,deepseek_bbh_autogrid/results/lr_3p0000e-03_r16_a16_st500_wd_0p0000e00,ok
0.003,16,64.0,0.0,500,100,alpaca_train_1k,0.2,default,31344.550296,10.352796,300,33606.551118,10.422476,500,1.0721656811356028,1.0613083198148556,deepseek_bbh_autogrid/results/lr_3p0000e-03_r16_a64_st500_wd_0p0000e00,ok
0.003,16,64.0,0.01,1200,100,alpaca_train_1k,0.2,default,80118.636465,11.291264,100,93512.559387,11.445851,1200,1.1671761217235788,1.152295007069279,deepseek_bbh_autogrid/results/lr_3p0000e-03_r16_a64_st1200_wd_1p0000e-02,ok
0.003,64,32.0,0.0,500,100,alpaca_train_1k,0.2,default,272374.703646,12.514934,200,298790.917312,12.607499,500,1.0969848275643563,1.2082411768301267,deepseek_bbh_autogrid/results/lr_3p0000e-03_r64_a32_st500_wd_0p0000e00,ok
